,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
1144,"Great song
https://t.co/wj4YdJglSH",1287578839821033472,elonmusk,Elon Musk,125087,11082,2020-07-27 02:41:32,Twitter for iPhone,,1,positive
1145,"@spotted_model @cleantechnica Nickel is the biggest challenge for high-volume, long-range batteries! Australia &amp; Ca… https://t.co/kq81CQoGFL",1287578433803911168,elonmusk,Elon Musk,881,211,2020-07-27 02:39:55,Twitter for iPhone,,1,positive
1146,@PicklePunchD @cleantechnica 🤣🤣,1287576986307776514,elonmusk,Elon Musk,649,21,2020-07-27 02:34:10,Twitter for iPhone,,0,neutral
1147,@SamTalksTesla That’s me! Haha,1287576285850607616,elonmusk,Elon Musk,8641,129,2020-07-27 02:31:23,Twitter for iPhone,,1,positive
1148,@cleantechnica This has a lot of potential. Lithium is pretty much everywhere.,1287576142048886784,elonmusk,Elon Musk,2542,122,2020-07-27 02:30:48,Twitter for iPhone,,1,positive
1149,@Teslarati Whoa cool,1287502055876243457,elonmusk,Elon Musk,6506,147,2020-07-26 21:36:25,Twitter for iPhone,,1,positive
1150,@TheOnion 🤣🤣,1287502000402378763,elonmusk,Elon Musk,14538,395,2020-07-26 21:36:12,Twitter for iPhone,,0,neutral
1151,@Kristennetten @yourfavgas @ajtourville Has to be blue steel :),1287498222135586816,elonmusk,Elon Musk,2099,73,2020-07-26 21:21:11,Twitter for iPhone,,0,neutral
1152,@Mattiecola @ajtourville We need high Brinell hardness &amp; high corrosion resistance. Because of Cybertruck’s faceted… https://t.co/dNkkGaDjq4,1287497417810739200,elonmusk,Elon Musk,876,40,2020-07-26 21:17:59,Twitter for iPhone,,1,positive
1153,@flcnhvy @yourfavgas @ajtourville I really want to do this! Will be great fun. Could be both LA and Austin.,1287495519485472769,elonmusk,Elon Musk,1716,56,2020-07-26 21:10:27,Twitter for iPhone,,1,positive
1154,@yourfavgas @ajtourville Turning them into shade for an outdoor restaurant here in Boca,1287492076939227138,elonmusk,Elon Musk,2011,75,2020-07-26 20:56:46,Twitter for iPhone,,0,neutral
1155,@ajtourville Cool,1287491810567356421,elonmusk,Elon Musk,4877,87,2020-07-26 20:55:42,Twitter for iPhone,,1,positive
1156,@flcnhvy @Ghost_TeslaPhx @28delayslater @CrewTesla @jrosinski97 @marc_benton @ray4tesla Yes,1287489392374878209,elonmusk,Elon Musk,1717,45,2020-07-26 20:46:06,Twitter for iPhone,,0,neutral
1157,@Ghost_TeslaPhx @28delayslater @CrewTesla @jrosinski97 @marc_benton @ray4tesla Not impossible,1287486123741192194,elonmusk,Elon Musk,14669,245,2020-07-26 20:33:06,Twitter for iPhone,,1,positive
1158,@WholeMarsBlog Those were the days! 🤣🤣,1287485282124804098,elonmusk,Elon Musk,31899,809,2020-07-26 20:29:46,Twitter for iPhone,,0,neutral
1159,RT @ccsakuras: https://t.co/emkzCfGarZ,1287402095545667590,elonmusk,Elon Musk,0,3978,2020-07-26 14:59:13,Twitter for iPhone,,0,neutral
1160,"RT @MKBHD: NEW VIDEO - Why Tesla Model Y is Their Most Important Car! [Auto Focus Ep 5]

https://t.co/3lC3l2Rgcj https://t.co/L65zAxYcTr",1287345460580147201,elonmusk,Elon Musk,0,1330,2020-07-26 11:14:10,Twitter for iPhone,,1,positive
1161,@teslaownersSV @PPathole @maureendowd Ring of Fire https://t.co/gSJ3Np4CAP,1287207010581307393,elonmusk,Elon Musk,1271,109,2020-07-26 02:04:01,Twitter for iPhone,,0,neutral
1162,@iliketeslas @PJHORNAK @RandyVegetables I know! Congratulations to the people of Bolivia 🇧🇴!!,1287206406509285381,elonmusk,Elon Musk,3343,379,2020-07-26 02:01:37,Twitter for iPhone,,0,neutral
1163,@PPathole @maureendowd The song I whistle most is Strangers in the Night,1287205936650739715,elonmusk,Elon Musk,591,29,2020-07-26 01:59:45,Twitter for iPhone,,1,positive
1164,@RandyVegetables Some of whom seriously think Tesla toppled the Bolivian govt (sigh) https://t.co/yC5gaa12DW,1287204969989443586,elonmusk,Elon Musk,8024,309,2020-07-26 01:55:54,Twitter for iPhone,,-1,negative
1165,@maureendowd Great song,1287181873014345729,elonmusk,Elon Musk,6108,96,2020-07-26 00:24:07,Twitter for iPhone,,1,positive
1166,@karaswisher @maureendowd @elon Haha thanks Kara :),1287181753334018048,elonmusk,Elon Musk,1337,28,2020-07-26 00:23:39,Twitter for iPhone,,1,positive
1167,@erikmaza @maureendowd For sure,1287181623126118401,elonmusk,Elon Musk,3208,55,2020-07-26 00:23:08,Twitter for iPhone,,1,positive
1168,"@TheFavoritist @NASASpaceflight @BocaChicaGal Yeah, we’re hunkering down here until the hurricane passes",1287176336310702080,elonmusk,Elon Musk,2874,107,2020-07-26 00:02:07,Twitter for iPhone,,-1,negative
1169,@Adolfo_MorenoS @historyofarmani Exactly!,1287165288799252480,elonmusk,Elon Musk,1191,43,2020-07-25 23:18:13,Twitter for iPhone,,1,positive
1170,Cool Model 3 review by @iamjamiefoxx https://t.co/hJDD7BjkE3,1287140748241047554,elonmusk,Elon Musk,17357,1130,2020-07-25 21:40:42,Twitter for iPhone,,1,positive
1171,@teslacn Tesla will add a power lift gate at no cost,1286965522559569922,elonmusk,Elon Musk,50362,1325,2020-07-25 10:04:25,Twitter for iPhone,,0,neutral
1172,"@HansNoordsij Agreed, hydrogen fool sells make no sense",1286962167481335810,elonmusk,Elon Musk,3094,259,2020-07-25 09:51:05,Twitter for iPhone,,0,neutral
1173,Pronouns suck,1286869404874088448,elonmusk,Elon Musk,288296,24451,2020-07-25 03:42:29,Twitter for iPhone,,0,neutral
1174,"@historyofarmani Also, we get our lithium from Australia",1286867520314642443,elonmusk,Elon Musk,9401,590,2020-07-25 03:35:00,Twitter for iPhone,,0,neutral
1175,@nichegamer 🤣🤣,1286860252537921537,elonmusk,Elon Musk,1921,47,2020-07-25 03:06:07,Twitter for iPhone,,0,neutral
1176,"@akinfermo Yeah, would have been way better just to send everyone $6k",1286791581949927425,elonmusk,Elon Musk,5489,489,2020-07-24 22:33:15,Twitter for iPhone,,1,positive
1177,I bet no one on 🌹 Twitter even *has* a guillotine! Poseurs …,1286791044466724866,elonmusk,Elon Musk,78189,3561,2020-07-24 22:31:07,Twitter for iPhone,,0,neutral
1178,@engineers_feed [slow drag on cigarette) Facebook? Haven’t heard that name in years …,1286699777573507077,elonmusk,Elon Musk,67555,4115,2020-07-24 16:28:27,Twitter for iPhone,,-1,negative
1179,🌹 Twitter sucks,1286697906536361987,elonmusk,Elon Musk,647853,75193,2020-07-24 16:21:01,Twitter for iPhone,,-1,negative
1180,"@stevenbonchev @APompliano Something like that. If politicians could legislate wealth, everyone would be a trillionaire.",1286687303130374144,elonmusk,Elon Musk,1451,95,2020-07-24 15:38:53,Twitter for iPhone,,0,neutral
1181,"These are jammed to gills with special interests earmarks. If we do a stimulus at all, it should just be direct payments to consumers.",1286677935580160000,elonmusk,Elon Musk,56322,5082,2020-07-24 15:01:39,Twitter for iPhone,,1,positive
1182,@PPathole Pretty much,1286676388532150274,elonmusk,Elon Musk,1988,52,2020-07-24 14:55:30,Twitter for iPhone,,1,positive
1183,Goal of government should be to maximize the happiness of the people. Giving each person money allows them to decid… https://t.co/lwfXHVKSJF,1286675982297051142,elonmusk,Elon Musk,60827,6738,2020-07-24 14:53:54,Twitter for iPhone,,1,positive
1184,"As a reminder, I’m in *favor* of universal basic income",1286675223434141697,elonmusk,Elon Musk,63370,5154,2020-07-24 14:50:53,Twitter for iPhone,,0,neutral
1185,Another government stimulus package is not in the best interests of the people imo,1286673686821515266,elonmusk,Elon Musk,140577,12790,2020-07-24 14:44:46,Twitter for iPhone,,1,positive
1186,"Tesla solar panels are $1.49/Watt 
https://t.co/5LpLhqgAzw",1286672262435942400,elonmusk,Elon Musk,55377,4297,2020-07-24 14:39:07,Twitter for iPhone,,0,neutral
1187,@realDonaldTrump @Tesla Thank you on behalf of the Tesla team. We look forward to building Giga Texas!,1286665488957878273,elonmusk,Elon Musk,92679,5201,2020-07-24 14:12:12,Twitter for iPhone,,0,neutral
1188,@SciGuySpace Competition ensures companies work hard to serve the needs of their customers,1286665050330202112,elonmusk,Elon Musk,5088,329,2020-07-24 14:10:27,Twitter for iPhone,,-1,negative
1189,@schristakos @PUBG Something fun is coming,1286650499094151170,elonmusk,Elon Musk,1757,114,2020-07-24 13:12:38,Twitter for iPhone,,1,positive
1190,@vincent13031925 @UniversalPics @TomCruise @SpaceX Could be great!,1286502097559715840,elonmusk,Elon Musk,12690,312,2020-07-24 03:22:56,Twitter for iPhone,,1,positive
1191,@teslaownersSV @cleantechnica That’s a great idea!,1286484865899266054,elonmusk,Elon Musk,1368,53,2020-07-24 02:14:28,Twitter for iPhone,,1,positive
1192,"@Tesla We are actually looking for revolutionary actuaries for Tesla Insurance! Please inquire, if interested.",1286450016803069952,elonmusk,Elon Musk,19138,988,2020-07-23 23:55:59,Twitter for iPhone,,1,positive
1193,"@cleantechnica Tbh, we are just a bit less foolish than before",1286440727740899328,elonmusk,Elon Musk,5759,227,2020-07-23 23:19:05,Twitter for iPhone,,-1,negative
1194,"RT @Commercial_Crew: While in orbit, astronauts @AstroBehnken and @Astro_Doug performed a habitability assessment of the @SpaceX Crew Drago…",1286439010995507200,elonmusk,Elon Musk,0,1272,2020-07-23 23:12:15,Twitter for iPhone,,0,neutral
1195,"@Teslarati Retail investors like @hyperchangetv are remarkably insightful. Also, @ARKInvest.",1286360612415692802,elonmusk,Elon Musk,6651,474,2020-07-23 18:00:44,Twitter for iPhone,,1,positive
1196,"@SciGuySpace Especially for boost stage, which is volumetrically constrained, CH4 is way better than H2. Soviet CH4… https://t.co/aLeWbZ8Nfl",1286352681947344896,elonmusk,Elon Musk,2751,91,2020-07-23 17:29:13,Twitter for iPhone,,1,positive
1197,"@waitbutwhy Basically, our pixel size",1286350331169906690,elonmusk,Elon Musk,1841,78,2020-07-23 17:19:52,Twitter for iPhone,,0,neutral
1198,@LudaLisl @Tesla Can’t emphasize this enough,1286269390107926531,elonmusk,Elon Musk,13571,225,2020-07-23 11:58:14,Twitter for iPhone,,0,neutral
1199,@tomosman @Tesla Absolutely,1286269091439955975,elonmusk,Elon Musk,4674,95,2020-07-23 11:57:03,Twitter for iPhone,,1,positive
1200,@ajtourville Haha,1286266063517253632,elonmusk,Elon Musk,2909,52,2020-07-23 11:45:01,Twitter for iPhone,,1,positive
1201,@cleantechnica Agreed,1286213129354043392,elonmusk,Elon Musk,3136,65,2020-07-23 08:14:41,Twitter for iPhone,,0,neutral
1202,@internetofshit My oven keeps asking for my wifi password. It’s not gonna get it.,1286212775048617985,elonmusk,Elon Musk,4566,366,2020-07-23 08:13:16,Twitter for iPhone,,0,neutral
1203,Impressive Tianwen-1 Mars rover mission launched by China today https://t.co/FsyA3I0HrU,1286209410130485248,elonmusk,Elon Musk,32490,1711,2020-07-23 07:59:54,Twitter for iPhone,,1,positive
1204,RT @Tesla: https://t.co/jmkacbRb5D,1286100964852686849,elonmusk,Elon Musk,0,2614,2020-07-23 00:48:59,Twitter for iPhone,,0,neutral
1205,@BBC_Future Good article,1285983256731455489,elonmusk,Elon Musk,3994,107,2020-07-22 17:01:15,Twitter for iPhone,,1,positive
1206,@BBCScienceNews Similar problem with US data,1285981334737838085,elonmusk,Elon Musk,12246,585,2020-07-22 16:53:37,Twitter for iPhone,,0,neutral
1207,@OMGROFLOLJK Good point,1285863441874337792,elonmusk,Elon Musk,1178,50,2020-07-22 09:05:09,Twitter for iPhone,,1,positive
1208,"You don’t have a soul, you are a soul",1285830270709403648,elonmusk,Elon Musk,348905,44459,2020-07-22 06:53:20,Twitter for iPhone,,0,neutral
1209,@cleantechnica Adding people in next version,1285827911119859712,elonmusk,Elon Musk,4173,78,2020-07-22 06:43:58,Twitter for iPhone,,0,neutral
1210,2 minutes later … https://t.co/o5fbBTan1S,1285827550355132417,elonmusk,Elon Musk,333293,48329,2020-07-22 06:42:32,Twitter for iPhone,,0,neutral
1211,@nytimes Just another day in 2020,1285827154324779008,elonmusk,Elon Musk,12932,728,2020-07-22 06:40:57,Twitter for iPhone,,0,neutral
1212,@Erdayastronaut @flcnhvy Individualized mass transit is the future,1285824098711375872,elonmusk,Elon Musk,4298,241,2020-07-22 06:28:49,Twitter for iPhone,,0,neutral
1213,"@flcnhvy No, best to have people seated for safety &amp; speed of travel",1285822396738355201,elonmusk,Elon Musk,4025,78,2020-07-22 06:22:03,Twitter for iPhone,,-1,negative
1214,Coming soon https://t.co/6nOgLix6b5,1285819565407002624,elonmusk,Elon Musk,224583,15365,2020-07-22 06:10:48,Twitter for iPhone,,0,neutral
1215,"@WholeMarsBlog Human overseen at first, then fully self-driving",1285819300310204416,elonmusk,Elon Musk,6777,115,2020-07-22 06:09:45,Twitter for iPhone,,1,positive
1216,"@JaneidyEve Can’t say, but it involves a 🐻",1285816082045865985,elonmusk,Elon Musk,8004,213,2020-07-22 05:56:57,Twitter for iPhone,,0,neutral
1217,@Kable_10 🔥🔥,1285814984073637888,elonmusk,Elon Musk,10048,76,2020-07-22 05:52:36,Twitter for iPhone,,0,neutral
1218,@PPathole 🤣,1285813905235644418,elonmusk,Elon Musk,10091,63,2020-07-22 05:48:18,Twitter for iPhone,,0,neutral
1219,@BucketHat1 This one stings,1285813754857283585,elonmusk,Elon Musk,14036,145,2020-07-22 05:47:43,Twitter for iPhone,,0,neutral
1220,Where are the memes? Send in … the memes …,1285813218997235714,elonmusk,Elon Musk,202373,13518,2020-07-22 05:45:35,Twitter for iPhone,,0,neutral
1221,"@teslatrey We need to finish upgrading Autopilot to 4D vs ~2.5D, then it will go up very steep slopes",1285812824581660676,elonmusk,Elon Musk,1587,68,2020-07-22 05:44:01,Twitter for iPhone,,1,positive
1222,Nothing has gaslit more people than the movie Gaslight,1285811949914058753,elonmusk,Elon Musk,37717,1197,2020-07-22 05:40:32,Twitter for iPhone,,1,positive
1223,"@LoomisP_ @MSNBC @11thHour Well said, Brian Williams!",1285803741581475841,elonmusk,Elon Musk,3342,97,2020-07-22 05:07:55,Twitter for iPhone,,0,neutral
1224,@FutureJurvetson Great shot!,1285753051286867968,elonmusk,Elon Musk,6105,138,2020-07-22 01:46:30,Twitter for iPhone,,1,positive
1225,RT @SpaceX: Videos of yesterday’s catch of both fairing halves https://t.co/yzTDFzlulL,1285641214646259715,elonmusk,Elon Musk,0,6100,2020-07-21 18:22:06,Twitter for iPhone,,0,neutral
1226,@FaZeBlaze 👍,1285635641263435777,elonmusk,Elon Musk,4048,64,2020-07-21 17:59:57,Twitter for iPhone,,0,neutral
1227,"@SamTalksTesla Sometimes, that’s how I feel too!",1285622874544513029,elonmusk,Elon Musk,14850,353,2020-07-21 17:09:13,Twitter for iPhone,,0,neutral
1228,@PPathole @Teslarati @BocaChicaGal Will attempt to fly later this week,1285617982970961921,elonmusk,Elon Musk,3905,326,2020-07-21 16:49:47,Twitter for iPhone,,1,positive
1229,@sri_myneni @Erdayastronaut @considercosmos @SpaceX Sound &amp; flame color will be quite different,1285617058995200000,elonmusk,Elon Musk,1352,44,2020-07-21 16:46:07,Twitter for iPhone,,1,positive
1230,@glenn22x @Teslarati @BocaChicaGal Yes,1285613840953221128,elonmusk,Elon Musk,1251,47,2020-07-21 16:33:19,Twitter for iPhone,,0,neutral
1231,"@Teslarati @BocaChicaGal We’re rapidly changing alloy constituents &amp; forming methods, so traditional names like 304… https://t.co/FYUuio5Dtz",1285613263976312836,elonmusk,Elon Musk,5288,214,2020-07-21 16:31:02,Twitter for iPhone,,0,neutral
1232,@flcnhvy 🤣🤣,1285444183570841601,elonmusk,Elon Musk,3058,31,2020-07-21 05:19:10,Twitter for iPhone,,0,neutral
1233,"@cleantechnica At some point, we should probably do advertising as art/communication/entertainment &amp; to support high quality media",1285443997654122496,elonmusk,Elon Musk,2535,145,2020-07-21 05:18:26,Twitter for iPhone,,1,positive
1234,RT @SpaceX: Watch Falcon 9 launch ANASIS-II → https://t.co/bJFjLCzWdK  https://t.co/iYHJZnZobv,1285441964666613763,elonmusk,Elon Musk,0,4032,2020-07-21 05:10:21,Twitter for iPhone,,0,neutral
1235,Das baby kann noch keinen löffel benutzen https://t.co/UETqVIA4BP,1285438910357622789,elonmusk,Elon Musk,290814,12657,2020-07-21 04:58:13,Twitter for iPhone,,0,neutral
1236,@JohnnaCrider0 @YStijd @ID_AA_Carmack It’s almost right,1285430635088076800,elonmusk,Elon Musk,905,27,2020-07-21 04:25:20,Twitter for iPhone,,1,positive
1237,@YStijd @ID_AA_Carmack We talked about an hour ago. He seems fine.,1285430150025236480,elonmusk,Elon Musk,954,112,2020-07-21 04:23:24,Twitter for iPhone,,1,positive
1238,@ID_AA_Carmack VR Twitter with avatars saying the mentions 😈,1285429286522875904,elonmusk,Elon Musk,1842,58,2020-07-21 04:19:58,Twitter for iPhone,,0,neutral
1239,@cleantechnica Better to put the money into the product than sales &amp; marketing!,1285427616871153667,elonmusk,Elon Musk,10673,675,2020-07-21 04:13:20,Twitter for iPhone,,1,positive
1240,@PPathole We should bring Life to Mars,1285398829433450497,elonmusk,Elon Musk,69873,4198,2020-07-21 02:18:57,Twitter for iPhone,,0,neutral
1241,Both fairing halves caught from space by @SpaceX ships!,1285338582849208320,elonmusk,Elon Musk,74239,3867,2020-07-20 22:19:33,Twitter for iPhone,,0,neutral
1242,RT @SpaceX: Falcon 9’s first stage has landed on the Just Read the Instructions droneship https://t.co/fPbckYFySh,1285337283005001729,elonmusk,Elon Musk,0,6495,2020-07-20 22:14:23,Twitter for iPhone,,1,positive
1243,"@SpaceX Nice work, SpaceX team!",1285335753136812033,elonmusk,Elon Musk,15429,538,2020-07-20 22:08:18,Twitter for iPhone,,1,positive
1244,@flcnhvy @AstroBehnken @Astro_Doug @SpaceX Still long way to go. Reuse only matters to degree that it’s rapid &amp; complete.,1285331502381715456,elonmusk,Elon Musk,5767,194,2020-07-20 21:51:25,Twitter for iPhone,,1,positive
1245,@nasahqphoto Too long since we were last there,1285321710858760194,elonmusk,Elon Musk,13016,484,2020-07-20 21:12:30,Twitter for iPhone,,-1,negative
1246,Launch in 20 mins https://t.co/1oLtPnW929,1285321566071296000,elonmusk,Elon Musk,38991,2649,2020-07-20 21:11:56,Twitter for iPhone,,0,neutral
1247,@WholeMarsBlog @cleantechnica In a few months in production release. Already does that in alpha build.,1285153481267900418,elonmusk,Elon Musk,2170,118,2020-07-20 10:04:01,Twitter for iPhone,,-1,negative
1248,@cleantechnica Lithium is extremely common on Earth. Found almost everywhere.,1285152684496973826,elonmusk,Elon Musk,11866,407,2020-07-20 10:00:51,Twitter for iPhone,,-1,negative
1249,@nishy03 @hiromichimizuno Congratulations MHI &amp; UAE!,1285144111675084801,elonmusk,Elon Musk,12739,678,2020-07-20 09:26:47,Twitter for iPhone,,0,neutral
1250,@bar2_t @JoeBangles11 @Teslarati Stilton,1284931975845867520,elonmusk,Elon Musk,844,27,2020-07-19 19:23:50,Twitter for iPhone,,0,neutral
1251,@Kristennetten @businessinsider New deep crimson from Giga Berlin is my favorite,1284931739152859137,elonmusk,Elon Musk,2025,98,2020-07-19 19:22:54,Twitter for iPhone,,1,positive
1252,@Teslarati Important to service very high latitudes,1284924753304666113,elonmusk,Elon Musk,5354,149,2020-07-19 18:55:08,Twitter for iPhone,,1,positive
